$ /Applications/Xcode.app/Contents/Developer/usr/bin/python3 /Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/controls/control1_random.py --panel /Users/jonathanchang/.claude/jobs/fc17658e/tmp/set4_core7 --seed 42 --out-dir /Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/controls/results_controls/control1/set4_core7_seed42 --exclude-features RET_CS,RET_CS_Z,RET_CS5
# realized: sidecar (RET_raw (sidecar)), trained on RET_CS; panel header (10) ['RET', 'RET_CS_IN', 'BA_SPREAD', 'ILLIQUIDITY', 'REV21_1', 'TURN_RATIO', 'VOL21', 'RET_CS', 'RET_CS_Z', 'RET_CS5']
# model inputs (7): ['RET', 'RET_CS_IN', 'BA_SPREAD', 'ILLIQUIDITY', 'REV21_1', 'TURN_RATIO', 'VOL21']  [excluded: RET_CS, RET_CS5, RET_CS_Z]
# member 0: {'cell': 'rnn', 'hidden': 14, 'rec_density': 0.75, 'lr': 0.003, 'seed': 42000, 'n_params': 337}
# member 1: {'cell': 'rnn', 'hidden': 9, 'rec_density': 0.5, 'lr': 0.003, 'seed': 42001, 'n_params': 172}
# member 2: {'cell': 'rnn', 'hidden': 13, 'rec_density': 1.0, 'lr': 0.003, 'seed': 42002, 'n_params': 300}
# member 3: {'cell': 'rnn', 'hidden': 10, 'rec_density': 0.5, 'lr': 0.003, 'seed': 42003, 'n_params': 201}
# member 4: {'cell': 'gru', 'hidden': 13, 'rec_density': 0.5, 'lr': 0.003, 'seed': 42004, 'n_params': 872}
# member 5: {'cell': 'gru', 'hidden': 10, 'rec_density': 1.0, 'lr': 0.003, 'seed': 42005, 'n_params': 581}
# member 6: {'cell': 'gru', 'hidden': 9, 'rec_density': 0.75, 'lr': 0.003, 'seed': 42006, 'n_params': 496}
# member 7: {'cell': 'rnn', 'hidden': 6, 'rec_density': 0.5, 'lr': 0.003, 'seed': 42007, 'n_params': 97}
# warmup wake 1/1052 (2004-02-09)  0s
# warmup wake 101/1052 (2006-02-02)  67s
# warmup wake 201/1052 (2008-02-01)  137s
# warmup wake 301/1052 (2010-01-27)  214s
# warmup wake 401/1052 (2012-01-20)  301s
# warmup wake 501/1052 (2014-01-16)  387s
# warmup wake 601/1052 (2016-01-12)  469s
# warmup wake 701/1052 (2018-01-05)  570s
# scored wake 801/1052 (2020-01-02) champion=m7  669s
# scored wake 821/1052 (2020-05-27) champion=m7  692s
# scored wake 841/1052 (2020-10-16) champion=m3  716s
# scored wake 861/1052 (2021-03-15) champion=m1  737s
# scored wake 881/1052 (2021-08-05) champion=m0  757s
# scored wake 901/1052 (2021-12-28) champion=m3  780s
# scored wake 921/1052 (2022-05-20) champion=m2  809s
# scored wake 941/1052 (2022-10-13) champion=m0  833s
# scored wake 961/1052 (2023-03-09) champion=m6  853s
# scored wake 981/1052 (2023-08-02) champion=m3  877s
# scored wake 1001/1052 (2023-12-22) champion=m1  898s
# scored wake 1021/1052 (2024-05-17) champion=m2  919s
# scored wake 1041/1052 (2024-10-10) champion=m5  938s
# control1_random_arch/single
period    who     days  pearsonIC  rankIC@1  rankIC@5  rankIC@10      net%   sharpe     MDD% turnover    cost%
2020      model    252  +0.0131   +0.0211   -0.0032   -0.0020     -0.55    -0.03    23.31   1.4192    16.54
2020      naive    252  -0.0038   -0.0120   -0.0293   -0.0336    -65.37    -2.24    67.74   0.9763    11.39
2021      model    252  +0.0165   +0.0206   +0.0336   +0.0301    -14.40    -1.20    21.70   1.2811    13.59
2021      naive    252  -0.0253   -0.0254   -0.0289   -0.0223    -18.02    -1.21    20.40   1.2013    12.32
2022      model    251  +0.0087   +0.0112   +0.0251   +0.0243     -9.35    -0.72    17.20   1.3751    12.18
2022      naive    251  -0.0163   -0.0265   -0.0208   -0.0191     -0.27    -0.02    19.50   0.9166     8.08
2023      model    250  +0.0223   +0.0091   +0.0139   +0.0251    +14.59    +1.41     3.95   1.2648     9.53
2023      naive    250  -0.0290   -0.0331   -0.0329   -0.0191    -45.98    -3.16    47.22   1.1347     7.93
2024      model    252  +0.0017   +0.0085   +0.0104   +0.0151     -5.92    -0.62    13.40   1.2000     9.46
2024      naive    252  -0.0222   -0.0250   -0.0135   -0.0199    -25.76    -2.22    28.52   1.2628     9.76
overall   model   1257  +0.0125   +0.0141   +0.0160   +0.0185    -15.63    -0.24    33.81   1.3081    61.31
overall   naive   1257  -0.0193   -0.0244   -0.0251   -0.0228   -155.40    -1.66   151.61   1.0984    49.48
# model overall: pearson IC +0.0125 (SE 0.0049, t +2.54); rank IC +0.0141 (SE 0.0049, t +2.90); rebalances 1245, avg holding 1.0 days
# naive overall: pearson IC -0.0193 (SE 0.0069, t -2.81); rank IC -0.0244 (SE 0.0067, t -3.65); rebalances 870, avg holding 1.4 days
# rank IC by horizon (model): h=1:+0.0141  h=2:+0.0149  h=3:+0.0163  h=4:+0.0179  h=5:+0.0160  h=6:+0.0182  h=7:+0.0142  h=8:+0.0154  h=9:+0.0164  h=10:+0.0185
# rank IC by horizon (naive): h=1:-0.0244  h=2:-0.0264  h=3:-0.0293  h=4:-0.0276  h=5:-0.0251  h=6:-0.0262  h=7:-0.0232  h=8:-0.0235  h=9:-0.0226  h=10:-0.0228
# control1_random_arch/ensemble
period    who     days  pearsonIC  rankIC@1  rankIC@5  rankIC@10      net%   sharpe     MDD% turnover    cost%
2020      model    252  +0.0192   +0.0202   +0.0179   +0.0141    +12.98    +0.47    20.12   1.2042    13.88
2020      naive    252  -0.0038   -0.0120   -0.0293   -0.0336    -65.37    -2.24    67.74   0.9763    11.39
2021      model    252  +0.0194   +0.0270   +0.0550   +0.0585     +4.56    +0.35    14.71   1.1290    12.14
2021      naive    252  -0.0253   -0.0254   -0.0289   -0.0223    -18.02    -1.21    20.40   1.2013    12.32
2022      model    251  +0.0161   +0.0153   +0.0130   +0.0122     -1.28    -0.08    14.27   1.1744    10.78
2022      naive    251  -0.0163   -0.0265   -0.0208   -0.0191     -0.27    -0.02    19.50   0.9166     8.08
2023      model    250  +0.0359   +0.0353   +0.0460   +0.0528    +27.10    +2.30     4.42   1.2334     9.06
2023      naive    250  -0.0290   -0.0331   -0.0329   -0.0191    -45.98    -3.16    47.22   1.1347     7.93
2024      model    252  +0.0138   +0.0165   +0.0203   +0.0263     -2.68    -0.26     9.10   1.1907     9.84
