$ /Applications/Xcode.app/Contents/Developer/usr/bin/python3 /Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/controls/control2_fixed_ensemble.py --panel /Users/jonathanchang/.claude/jobs/fc17658e/tmp/set2_core7 --seed 43 --out-dir /Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/controls/results_controls/control2/set2_core7_seed43 --exclude-features RET_CS,RET_CS_Z,RET_CS5 --config {"cell": "rnn", "hidden": 8, "lr": 0.001}
# realized: sidecar (RET_raw (sidecar)), trained on RET_CS; panel header (10) ['RET', 'RET_CS_IN', 'BA_SPREAD', 'ILLIQUIDITY', 'REV21_1', 'TURN_RATIO', 'VOL21', 'RET_CS', 'RET_CS_Z', 'RET_CS5']
# model inputs (7): ['RET', 'RET_CS_IN', 'BA_SPREAD', 'ILLIQUIDITY', 'REV21_1', 'TURN_RATIO', 'VOL21']  [excluded: RET_CS, RET_CS5, RET_CS_Z]
# 8 identical members, arch {"cell": "rnn", "hidden": 8, "lr": 0.001, "rec_density": 1.0}, seeds [43000, 43001, 43002, 43003, 43004, 43005, 43006, 43007]
# warmup wake 1/1009 (2004-12-17)  0s
# warmup wake 101/1009 (2006-12-12)  61s
# warmup wake 201/1009 (2008-12-08)  127s
# warmup wake 301/1009 (2010-12-02)  190s
# warmup wake 401/1009 (2012-11-28)  247s
# warmup wake 501/1009 (2014-11-21)  312s
# warmup wake 601/1009 (2016-11-16)  416s
# warmup wake 701/1009 (2018-11-12)  484s
# scored wake 761/1009 (2020-01-24) champion=m6  522s
# scored wake 781/1009 (2020-06-17) champion=m5  537s
# scored wake 801/1009 (2020-11-06) champion=m6  553s
# scored wake 821/1009 (2021-04-05) champion=m2  568s
# scored wake 841/1009 (2021-08-25) champion=m2  584s
# scored wake 861/1009 (2022-01-18) champion=m3  601s
# scored wake 881/1009 (2022-06-10) champion=m2  618s
# scored wake 901/1009 (2022-11-02) champion=m1  635s
# scored wake 921/1009 (2023-03-29) champion=m3  653s
# scored wake 941/1009 (2023-08-22) champion=m7  669s
# scored wake 961/1009 (2024-01-16) champion=m1  688s
# scored wake 981/1009 (2024-06-07) champion=m6  704s
# scored wake 1001/1009 (2024-10-30) champion=m5  724s
# control2_fixed_ensemble/single
period    who     days  pearsonIC  rankIC@1  rankIC@5  rankIC@10      net%   sharpe     MDD% turnover    cost%
2020      model    253  +0.0165   +0.0197   +0.0236   +0.0152     -1.19    -0.04    33.99   1.4933    19.82
2020      naive    253  -0.0196   -0.0245   -0.0332   -0.0410    -87.00    -2.36    89.53   1.0771    13.49
2021      model    252  +0.0292   +0.0309   +0.0474   +0.0411    +22.40    +1.43    12.95   1.4174    16.37
2021      naive    252  -0.0320   -0.0428   -0.0149   -0.0194    -29.20    -1.48    35.51   1.2437    13.98
2022      model    251  +0.0183   +0.0146   +0.0234   +0.0098    -10.84    -0.64    19.06   1.4252    14.14
2022      naive    251  -0.0114   -0.0147   -0.0220   -0.0262     -9.21    -0.42    28.75   0.8953     8.52
2023      model    250  +0.0022   -0.0038   +0.0085   +0.0107    -10.76    -0.73    15.43   1.3240    10.68
2023      naive    250  -0.0197   -0.0168   -0.0191   -0.0127    -17.36    -1.02    20.12   1.1120     8.86
2024      model    252  +0.0354   +0.0319   +0.0234   +0.0374    +22.22    +1.74     7.09   1.4439    12.93
2024      naive    252  -0.0355   -0.0294   -0.0121   -0.0210    -54.57    -3.45    57.70   1.1845    10.45
overall   model   1258  +0.0203   +0.0187   +0.0253   +0.0228    +21.83    +0.23    33.99   1.4210    73.93
overall   naive   1258  -0.0237   -0.0256   -0.0203   -0.0241   -197.34    -1.68   179.63   1.1026    55.30
# model overall: pearson IC +0.0203 (SE 0.0059, t +3.48); rank IC +0.0187 (SE 0.0055, t +3.41); rebalances 1249, avg holding 1.0 days
# naive overall: pearson IC -0.0237 (SE 0.0073, t -3.24); rank IC -0.0256 (SE 0.0069, t -3.73); rebalances 876, avg holding 1.4 days
# rank IC by horizon (model): h=1:+0.0187  h=2:+0.0215  h=3:+0.0228  h=4:+0.0236  h=5:+0.0253  h=6:+0.0253  h=7:+0.0248  h=8:+0.0253  h=9:+0.0226  h=10:+0.0228
# rank IC by horizon (naive): h=1:-0.0256  h=2:-0.0201  h=3:-0.0195  h=4:-0.0208  h=5:-0.0203  h=6:-0.0254  h=7:-0.0232  h=8:-0.0237  h=9:-0.0243  h=10:-0.0241
# control2_fixed_ensemble/ensemble
period    who     days  pearsonIC  rankIC@1  rankIC@5  rankIC@10      net%   sharpe     MDD% turnover    cost%
2020      model    253  +0.0172   +0.0204   +0.0399   +0.0355     -2.86    -0.10    36.75   1.5277    20.31
